synset_id,pos,definition,wiki,example_count,examples_joined,literal_count
TUR10-0424070,n,"Kâğıt hamuruyla yapılan, ayrıca içinde bir veya birkaç lif tabakası bulunan kalın ve sert kâğıt",https://tr.wikipedia.org/wiki/Karton,1,"Karton kutuları geri dönüştürerek çevreye katkıda bulunuyorum.|Marketlerde karton satılmıyor, tütüncüden almak gerekiyor.",1
TUR10-0424080,n,On paket sigarayı bir araya getiren ambalaj,,1,"Marketlerde karton satılmıyor, tütüncüden almak gerekiyor.",1
TUR10-0424090,n,Tombala oyununda çekilen numaraların işaretlendiği kart,,1,"Benim karton bir türlü dolmuyor, yanımdakinin üçü kaldı, karşımdaki bir tane bekliyor.|Kardeşim kartonunu bir türlü dolduramadığı için üzüldü.",1
TUR10-0424100,n,Kamu kurum veya kuruluşlarında imzaya sunulan evrakın yerleştirildiği ciltli büyük defter,,1,"Belediyede, imzaya sunulan evrakları karton deftere yerleştirdik.",1
TUR10-0424110,n,"Seri halinde canlandırılan, karakterleri hayvan olan çizgi film",,1,"Çocuklar, karton karakterlere bayılıyor.",1
TUR10-0424120,n,Karton işi,,1,"Kartoncu dükkanında, farklı boyutlarda karton kutular bulmak mümkün.",1
TUR10-0424130,n,Karton eşya yapan veya satan kimse,,1,"Yeni taşınmamız için kartoncuya gidip, ihtiyaç duyduğumuz boyutları söyledik.",1
TUR10-0424150,v,Karton yerleştirmek veya kartonla kaplamak,,1,Taşınırken her şeyi kartonladık.,1
TUR10-0424160,n,Çoğunlukla duvar ve tavan ara kesitleriyle tavan göbeklerinde süsleme amacıyla kullanılan sertleştirilmiş alçı,,0,,1
TUR10-0424170,a,Kartonpiyeri olan,,1,"Tavanlar, duvarlar, kapılar, hep kartonpiyerli, yaldızlı.",1
TUR10-0424180,a,Kartonpiyeri olmayan,,0,,1
TUR10-0424190,n,"Hanımeligillerden, birçok türü süs bitkisi olarak yetiştirilen, zeytinimsi, meyvemsi, kırmızı renkte bir ağaççık",https://tr.wikipedia.org/wiki/Kartopu,1,"Bahçedeki kar topu kırmızı meyveleriyle muhteşem bir görüntü oluşturuyor.|Bahçemdeki kartopu ağaççıkları, bahar geldiğinde güzel çiçeklerle dolacak.",1
TUR10-0424200,a,Beyaz ve tombul,,0,,1
TUR10-0424210,n,Kardan yapılmış ve sıkıştırılmış yuvarlak top,,1,"Çocuklar parka gittiğinde, hemen kar topu yapmaya başladılar; neşeli kahkaları etrafta yankılandı.|Çocuklar, kışın dışarıda kartopu savaşı yaparak eğleniyorlar.",1
TUR10-0424220,n,Kartlar üstüne işlenmiş bilgilerin düzenli bir dizgeye göre derlenmesi,,1,"Onu bu işe sevk eden, kafasındaki kartotekse birkaç yeni tip ilave etme fırsatıdır.|Kütüphanedeki kartotek, kitapların bilgilerini düzenli bir şekilde sunuyor.",2
TUR10-0424230,n,"Bu biçimde derlenmiş kartların saklandığı kutu, dolap vb",,1,Araştırma için ihtiyaç duyduğum verileri bulmak üzere kartotek kutusunu karıştırdım.,1
TUR10-0424250,n,Kartpostal basan veya satan kimse,,1,Gündüzün kartpostalcınız işportasını serdiği kaldırımda duruyordu.,1
TUR10-0424270,a,Kartı bulunmayan,,0,,1
TUR10-0424280,n,Büyük tarla tarağı,,0,,1
TUR10-0424290,n,"Merminin, içine barut doldurulmuş silindir biçimindeki bölümü",,1,"Av tüfeğindeki kartuş, av sırasında dikkatle seçilmeliydi.",1
TUR10-0424300,n,Dolma kalem içine yerleştirilen mürekkep dolu tüp,,1,Dolma kalemimin kartuşunu değiştirdikten sonra yazmaya devam ettim.,1
TUR10-0424310,n,Yazıcıya yerleştirilen mürekkep dolu tüp,,1,Yazıcımın kartuşu bittiği için yeni bir tane almak zorundayım.,1
TUR10-0424320,n,"Bir kimsenin kimliğini gösteren, kutlamalarda veya kendini tanıtmada kullanılan, çoğunlukla beyaz, küçük, ince karton parçası",https://tr.wikipedia.org/wiki/Kartvizit,1,"Davetiyelerde kullanılan ince kart, etkinliğe katılanların kimliğini belirtiyordu.",2
TUR10-0424340,n,Kuran'da kendisinden çok zengin olarak söz edilen ve bütün mal varlığı bir anda yok olan kişi,https://tr.wikipedia.org/wiki/Kârûn,1,"Karun'un hikayesi, aşırı zenginliğin beraberinde getirdiği tehlikeleri gösteriyor.",1
TUR10-0424350,n,Üstünde beyaz benekler bulunan kumaş,,0,,1
TUR10-0424360,a,Üstünde beyaz benekler bulunan,,1,Sırtında İngiliz kumaşından karyağdılı mükemmel bir elbise.,1
TUR10-0424400,n,Yağan kar miktarının binalarda yaptığı baskı gücü,,0,,1
TUR10-0424410,n,Tellerden oluşan ve kasılarak vücut hareketlerini sağlayan organ ve bu organın telsi dokusu,https://tr.wikipedia.org/wiki/Kas,1,Kol kasları. Kalp kası.,2
TUR10-0424420,n,Para veya değerli eşya saklamaya yarayan çelik dolap,,1,"Arkaya doğru bir adım atıp sırtını meyhanecinin kasasına dayadı.|İş yerindeki kasa, değerli eşyaları ve nakit parayı güvende tutuyor.",1
TUR10-0424430,n,Ticarethanelerde para alınıp verilen yer,,1,"Dükkanın kasasında, gün sonunda tüm gelirlerimizi topluyoruz.|Oyun alanında, kasa görevini üstlenip fişleri dağıttım.",1
TUR10-0424440,n,Bazı oyunlarda oyunu yönetme veya para karşılığında fiş verme işi,,1,Kasa kim?,1
TUR10-0424450,n,"Vagon, kamyon veya traktörün yük taşımak için şasiye bağlanmış üst bölümünü oluşturan parça",,1,"Traktörün kasa kısmı, tarım malzemelerini taşımak için oldukça geniş.",1
TUR10-0424470,n,Basımcılıkta dizgi harflerinin konulduğu gözlerden oluşan tabla,,1,"Basım atölyesinde, dizgi harflerinin yerleştirildiği kasa düzenli bir şekilde hazırlanıyor.",1
TUR10-0424480,n,Kapı ve pencerelerin sabit olarak tutturulduğu asıl çerçeve,,1,"Yeni kapı ve pencerelerin montajında kasa, yapının sağlamlığını artırıyor.",1
TUR10-0424490,n,Birbiri üzerine istif edilerek yüksekliği ayarlanabilen atlama aracı,,0,,1
TUR10-0424500,n,"Şehirden küçük, köyden büyük, henüz kırsal özelliklerini yitirmemiş olan yerleşim merkezi",https://tr.wikipedia.org/wiki/Kasaba,1,"Biz, yolun üstünde, kasabanın çıkış yerinde boş bir handa otururduk.",2
TUR10-0424510,n,Küçük kasaba,,1,Edirne'yle İstanbul arasındaki kasabacıklardan birinde yaşıyoruz.,1
TUR10-0424520,a,Kasaba halkından olan,,1,"Park, benzersizliği ve en azından ilk oluşuyla kasabalılara övünç vereceğe benzemektedir.",1
TUR10-0424550,n,Kasa başında oturarak para alıp kasa fişi veren kimse,https://tr.wikipedia.org/wiki/Kasiyer,1,Sonra daha dolgunca bir maaşla bir tütün şirketine kasadar oldu.,3
TUR10-0424560,n,İşletmelerde günlük alışveriş hareketlerinin kaydedildiği defter,,0,,1
TUR10-0424570,n,Satın aldığı mal veya hizmet için ödediği para karşılığında müşteriye yazar kasadan çıkarılarak verilen küçük kâğıt belge,,0,,1
TUR10-0424590,v,Kasalara yerleştirmek,,0,,1
TUR10-0424620,a,Kasası olan,,0,,1
TUR10-0424630,n,Kasa yapımına elverişli ince dilinmiş tahta,,0,,1
TUR10-0424640,n,"Sığır, koyun gibi eti yenecek hayvanları kesen veya dükkânında perakende olarak satan kimse",https://tr.wikipedia.org/wiki/Kasap,1,Kasap bir bıçak alıp tekrar etin başına geçti.|Bizim kasap Nuri geçenlerde elini kesmiş duydun mu?,2
TUR10-0424650,n,Et satılan dükkân,,1,"Mahalledeki kasap, her zaman en kaliteli etleri sunuyor.",1
TUR10-0424690,a,Kesimevine gönderilip kesilmek için ayrılmış hayvan,,0,,1
TUR10-0424710,n,"Geminin baş ve kıç tarafında, asıl güverteden yüksek olan kısa güverte",,1,"Baş kasarası, kıç kasarası.",1
TUR10-0424720,n,Günlük kasa mevcudunun kasanın devredilmesinden önce sayılıp belirlenmesi,,0,,1
TUR10-0424730,n,Süngü gibi tüfeğin namlusu ucuna takılan veya bel kayışına asılı olarak taşınan bir çeşit bıçak,,1,"Haydi yürü, dedikçe kasaturanın sırtını da yapıştırıyordu.",1
TUR10-0424770,v,Kasavet sahibi olmak,,1,Bugünlerde biraz üzüntü içindeysen de kasavetlenmeyesin öyle.,1
TUR10-0424780,a,Üzüntülü; sıkıntılı; tasalı; kaygılı,,1,"... oğullarından biri, sanki bir ölüm haberi getirir gibi kasavetli bir yüzle yanına sokuldu.",1
TUR10-0424800,n,İstem dışı hareketleri yapan iç organlarda ve istemle hareket eden kaslarda bulunan hücreler topluluğu,,0,,2
TUR10-0424820,n,"Cam, çini, toprak ve benzerinden yapılmış derince küçük çanak",,1,"Sofrada sunulan meze, kaseciklerde çok şık görünüyordu.|Sofrada sunulan meze, kâseciklerde çok şık görünüyordu.",2
TUR10-0424830,n,Kulağın dolambacında bulunan ve lenf ile dolu olan küçük zarsı organ,,1,"Duymama şikayetiyle doktora gittim, doktor ilk kulağımdaki kâseciği muayene etti.|Duymama şikayetiyle doktora gittim, doktor ilk kulağımdaki kaseciği muayene etti.",3
TUR10-0424840,n,Kâseletmek işi,,0,,1
TUR10-0424850,v,Kâse kullanarak iş yapmak,,0,,2
TUR10-0424860,n,"Tanrı'yı veya kutsal bilinen bir kişiyi, bir şeyi tanık göstererek bir olayı doğrulama",https://tr.wikipedia.org/wiki/Yemin,1,"Yaşı daha kırk bile yok diye yeminler, kasemler, antlar...",3
TUR10-0424870,n,"İçinde, görüntü ve seslerin kaydedildiği, gerektiğinde yeniden kullanılmasını sağlayan bir manyetik şeridin bulunduğu küçük kutu",https://tr.wikipedia.org/wiki/Kaset,0,,1
TUR10-0424880,n,Kaset çalan araç,,0,,1
TUR10-0424890,n,Kaset satan kimse,,0,,1
TUR10-0424900,n,Kasetçinin yaptığı iş veya meslek,,0,,1
TUR10-0424910,n,Vücudun karın ile uyluk arasındaki bölümü,https://tr.wikipedia.org/wiki/Kasık,1,"Tabancayı kılıfsız olarak kuşağının arasına, sol kasığının üstüne yerleştirdi.",1
TUR10-0424920,n,Kasık bağı yapan veya satan kimse,,0,,2
TUR10-0424930,n,Fıtığı içeride tutmak için kullanılan bağ,,0,,2
TUR10-0424940,n,Genellikle üreme organları çevresindeki kıl diplerinde yerleşen bir tür bit,,1,"Doktor, kaşıntının sebebinin kırk ayak olduğunu söyledi ve tedaviye başladı.",3
TUR10-0424950,n,Kasık bölgesinde oluşan fıtık,https://tr.wikipedia.org/wiki/Kasık_fıtığı,0,,4
TUR10-0424970,n,"Karanfilgillerden, saz biçiminde ince sapları olan, güzel çiçekler açan, kasık yaralarına yararlı sayılan bir bitki",,0,,2
TUR10-0424980,a,"Kasılma özelliği olan, kasılabilen kas ve organik doku",,0,,1
TUR10-0425060,n,Kışın başlangıcı sayılan 8 Kasım günü başlayıp hıdırellezin ilk günü olan 6 Mayısa kadar altı ay süren dönem,,1,Kasım deönemi kışla başlar baharın ortasında biter.,1
TUR10-0425070,b,"""Gururlanmak, büyüklük taslamak, büyüklenmek"" anlamlarındaki kasım kasım kasılmak deyiminde geçen bir söz",,0,,1
TUR10-0425080,n,"Birleşikgillerden, çiçekleri iri, katmerli ve türlü renkte, sonbahardan kışa değin açan bir süs bitkisi",https://tr.wikipedia.org/wiki/Kasımpatı,0,,2
TUR10-0425110,v,Kasılıp kalmak,,1,Soğukta fazla bekleyince vücudum kasınıp kaldı.,1
TUR10-0425130,n,Giyeceği daraltmak veya kısaltmak için yapılan eğreti dikiş,,1,"Bu kolun kasıntısını sökmeli.|Elbisesinin kollarındaki kasıntılar, düğün günü için aceleyle yaptırdığı bir tamirden kaynaklanıyordu.",1
TUR10-0425150,a,"Büyüklenen, gururlanan ve bunu davranışlarıyla belli eden kimse",,0,,1
TUR10-0425160,a,Kasıntısı olan,,1,"Elbisem hala kasıntılı halde duruyor, kınaya yetişecek mi sence?",1
TUR10-0425170,a,Büyüklenen; kurumlu; kibirli; gururlu,,1,"Hizmet ederken biraz kasıntılı davranması kıskançlığındandı.|Bırak yahu şu kasıntılı adamı. Burnu düşse yere almayacak, üstten üstten akıl vermeye kalkıyor.",1
TUR10-0425180,a,Kasıntısı olmayan,,1,"Örtünün eğreti dikişlerini aldım, kasıntısız artık. Misafir ağırlamaya hazır.",1
TUR10-0425190,a,"Büyüklenmeyen, kurumlu, gururlu davranmayan",,1,"Bu sözler, hiç kasıntısız, çok terbiyeli biraz da özür diler gibi söylenmişti.|Ksıntısız durmaya gayret ediyor, ilk görüşmede kötü bir intiba bırakmak istemiyordu.",1
TUR10-0425200,n,Bahçe içinde yapılmış süslü ev,https://tr.wikipedia.org/wiki/Köşk,1,Padişah bu kasırdan donanmanın sefere çıkışını izlermiş.|Yaz boyunca bahçedeki köşkte oturup çiçeklerin kokusunu içimize çektik.,2
TUR10-0425220,n,"Duyguların patlak verişi, büyük heyecan, coşku",,1,"Ön sıradakiler bir ağlama kasırgası içinde sarsılıyor.|Onun beklenmedik ziyareti, kalbimde bir kasırga meydana getirdi ki öleceğimi sandım.",1
TUR10-0425240,n,"Öldürme, yaralama veya zarar vermek isteme; kötü niyet",,1,Olayda kasıt olup olmadığını araştırmak için polis incelemelere başladı.,1
TUR10-0425250,a,"İsteyerek, bilerek yapılan; maksatlı",,1,"Bu yüzden İstanbul'un, perde perde sis ardına çekilmekteki ısrarını, kasıtlı bir husumet, kendisine yöneltilmiş bir hakaret gibi algıladı.",1
TUR10-0425260,a,"İsteyerek, bilerek yapılmayan; maksatsız",,0,,1
TUR10-0425270,n,"On beş beyitten az olmayan, bütün beyitlerin ikinci dizeleri en baştaki beyit ile uyaklı olan ve çoğu kez büyükleri övmek için yazılan divan edebiyatı şiir türü",https://tr.wikipedia.org/wiki/Kaside,0,,1
TUR10-0425280,n,Kaside yazan şair,,1,"Kasideci, eserlerinde güzellikleri ve sevgiyi ustaca dile getiriyordu.",1
TUR10-0425290,n,Birine yaranmak amacıyla aşırı övgüde bulunan kimse,,1,Bizim kasideci yine methiyeler düzmeye başladığına göre kesin bir şey isteyecek.,1
TUR10-0425300,n,Kaside okumayı meslek edinmiş kimse,,0,,1
TUR10-0425310,n,Kara yolunda oluşmuş çukurlar ve tümsekler,,1,"Belediye iyi çalışmıyor anlaşılan. Yollar kasis dolu, söylemek lazım.",1
TUR10-0425320,n,"Yollarda araçların hızını düşürmek için yapılan, türlü biçimlerde tümsek",,1,"Yerli yersiz kasis koymuşlar, dur kalk yapa yapa araba hararet yaptı.",1
TUR10-0425330,n,Bir yolun doğrultusunu dik kesen bir yandan öbür yana geçen ark,,1,"Yolda kasisler, sürücülerin dikkatli olmasını sağlıyor.",1
TUR10-0425350,n,Başı darbelerden korumak için sertleştirilmiş sentetik maddelerden yapılmış sağlam başlık,https://tr.wikipedia.org/wiki/Kask,0,,1
TUR10-0425360,a,Çok katı,,1,"Kaskatı vücudumla kalakaldım.|Şimdi onunla konuşmak, kaskatı buz üzerinde yürümekten daha zor.",1
TUR10-0425370,b,"Kıpırdamaksızın, hareketsiz veya donmuş olarak",,1,Evin önünde kaskatı duruyordu.,1
TUR10-0425390,n,"Genellikle erkeklerin giydiği, önü siperli başlık",https://tr.wikipedia.org/wiki/Kasket,1,Kaldırımın önünde esas vaziyete geçip kasketini çıkardı.,1
TUR10-0425400,n,Kasket yapan veya satan kimse,,0,,1
TUR10-0425410,n,Kasketçi işi veya mesleği,,0,,1
TUR10-0425420,a,Kasketi olan,,1,"Bu rıhtım boyunca birtakım mavi gömlekli, siyah kasketli hamallar yukarıya doğru bağırıyorlar.",1
TUR10-0425430,a,Kasketi olmayan,,1,"Başı kasketsiz, ayakları çıplak, şehri gezmeye başladı.",1
TUR10-0425460,v,Kasko yapmak,,0,,1
TUR10-0425500,v,Kas durumuna gelmek,,1,Bu dokular artık kaslaşmış .,1
TUR10-0425530,v,Kasları gergin duruma getirmek,,1,"Lütfen kendinizi kasmayın, gevşeyin. Böylelikle iğneyi hissetmeyeceksiniz bile.",1
TUR10-0425540,v,Kısaltmak,,1,"Gömleğin kollarını biraz kasmalı|Bu elbiseyi kasmak gerek, çok uzun. Bize yine terzi yolları göründü.",1
TUR10-0425550,v,Daraltmak,,1,"Çamaşırları yüksek dereceye atmışım, neredeyse hepsi kasmış.",1
TUR10-0425560,v,Baskısı altında tutmak,,1,"Şirket, çalışanlarını kasmak yerine motivasyonlarını artırmaya çalışmalı.",1
TUR10-0425570,n,Enli çember,,1,"Bahçedeki kasnak, çeşitli çiçeklerle doluydu ve yaz aylarında renk cümbüşü oluşturuyordu.",1
TUR10-0425580,n,"Kalbur, tel vb. şeylerin tahta çemberi",,1,"Un dolu eleğin kasnağı el ayaları arasında hızla gidip geliyordu.|Annem, un elemek için kullandığı kasnağı dolabın en üst rafından indirdi.",1
TUR10-0425590,n,"Nakış işlemek için gergef gibi kullanılan, kumaşı germeye yarayan, tahtadan çember",,1,Nakış yaparken kasnağı sıkı bir şekilde tutarak kumaşı düzgün germeyi unutmamalısın.,1
TUR10-0425600,n,Pehlivanların giydikleri kispetin bele gelen bölümü,,1,"Pehlivan, kasnağını iyice bağlayarak güreş alanına hazırlandı.",1
TUR10-0425610,n,Bir sütunun gövdesini oluşturan silindir biçimindeki taşların her biri,,1,"Antik kalıntılarda yer alan kasnaklar, mimarinin ne kadar gelişmiş olduğunu gösteriyordu.",1
TUR10-0425620,n,"Kıyıları oluk biçiminde pervazlı, metal ve tahtadan yapılmış çember",,1,"Gölün etrafındaki kasnaklar, suyun kenarını düzenli bir şekilde koruyordu.",1
TUR10-0425630,n,"Makinelerde, bir milden başka mile hareket geçiren kayışların takıldığı demir çember",,1,"Fabrikadaki makinelerin verimliliği, kasnakların düzgün çalışmasına bağlıydı.",1
TUR10-0425640,n,"Kasnak, elek, ölçek vb. tahta işleri yapan kimse",,0,,1
TUR10-0425680,v,Kollarını dolayarak kavramak,,1,"Arkadaşım, beni kasnaklayarak sarıldı ve uzun zamandır görüşmediğimiz için mutluluğunu gösterdi.",1
TUR10-0425690,v,"Yapılarda, betonun şişmesini önlemek ve direncini artırmak için sıkıştırılmış betonun çevresini metalden bir kasnak içine almak",,1,"İnşaat alanında, beton dökmeden önce yapının etrafını kasnaklayarak direncini artırmayı planladılar.",1
TUR10-0425700,n,"Çadıruşağı, şeytantersi ağacı vb. bitkilerden elde edilen bir zamk",,0,,1
TUR10-0425710,a,Kasla ilgili olan,,0,,1
TUR10-0425720,n,Kasların iradeli kasılmasıyla ortaya çıkan hareketlerin düzenlenmesine yardım eden duyumlar,,0,,1
TUR10-0425740,n,"Ayrıcalıklar bakımından yukarıdan aşağıya doğru kesin ölçülerle sınırlanmış bulunan, en koyu biçimiyle Hindistan'da görülen toplumsal sınıfların her biri",,1,"Hindistan'daki kast sistemi, toplumda derin sosyal ve ekonomik farklılıklar yaratmaktadır.",1
TUR10-0425750,n,Parmaklara takılarak çalınan bir tür zil,,0,,1
TUR10-0425760,n,Bir çarkın dişlerine takılıp geriye doğru dönmesini önleyen dil,,1,Makinenin düzgün çalışabilmesi için kastanyolanın sağlam olduğundan emin olmalısın.,1
TUR10-0425770,n,"Akan gemi zincirini sıkarak durdurmak için kullanılan, güverte locasının altına konmuş, hareketli demir kol",,1,"Geminin zincirini durdurmak için kastanyolayı çektiğinde, güvertede sessizlik hakim oldu.",1
TUR10-0425780,n,Bir çarka kastanyola için açılmış dişlerin arası,,0,,1
TUR10-0425790,n,Pamuk ipliğini veya bezini bol ve soğuk su ile yıkayarak ağartma işi,,0,,1
TUR10-0425800,n,Kastar işini yapan kimse,,0,,1
TUR10-0425810,n,Kastar yapma işi,,0,,1
TUR10-0425830,v,Kastar işi yapmak,,0,,1
TUR10-0425860,a,Kastarlanmış olan,,0,,1
TUR10-0425890,v,Amaç olarak almak; amaçlamak,,1,... ev deyince kasabada dört beş tane zengin evini kastediyorum.|Bu adımla karşı tarafa aslında neyi kastettiğimizi göstermiş olacağız.|Bu tavrınızla ne kastettiğinizi anlamıyorum ama amacınız her neyse tavrınız çok hoş olmadı.,1
TUR10-0425900,v,Demek istemek,,1,"Kimi kastettiğimi boş ver! Arkadaşlara da söyle, sakin olsunlar.|O cümlede aslında beni kastettiğini düşündüm, ama açıkça söylemedi.",1
TUR10-0425910,v,"Zarar vermeyi istemek, kötülük etmek",,1,"İstiklal ve cumhuriyetine kastedecek düşmanlar, bütün dünyada emsali görülmemiş bir galibiyetin mümessili olabilirler.|Canına kast etmeye çalıştığın birinin susacağını mı sanıyorsun, yakalanman an meselesi.|Mutluluğumuza kastetmek istiyorlar anlamıyor musun, korkuyorum.",1
TUR10-0425920,a,"Bilerek, isteyerek yapılan",,0,,1
TUR10-0425930,b,Kasıtlı olarak; bilerek; isteyerek,,0,,1
TUR10-0425950,n,Kunduz kürkü,,1,"Mantosunun yakası kastormuş, bir de övünerek söylüyor.",1
TUR10-0425960,a,Bu kürkten yapılmış,,0,,1
TUR10-0425970,n,İşe alıştırılmamış kasların çalışma durumunda duyulan ağrı ve sızı,,0,,1
TUR10-0425990,a,İç sıkıcı; sıkıntılı,,0,,1
TUR10-0426000,a,Sıkıntısız; iç sıkmayan,,1,"Mermer tezgâhlara vurdukları zamanki kasvetsiz hâllerini burada kaybeder, burada şairleşirler.",1
TUR10-0426020,n,Gözlerin üzerinde kemerli birer çizgi oluşturan kısa kıllar,https://tr.wikipedia.org/wiki/Kaş,1,"Aşçıbaşı, kırçıl kaşlarını biraz daha çatıp karşıma çömeliyor.|Kaşların şekli, yüzün ifadesini belirleyen önemli bir unsurdur.",1
TUR10-0426030,n,Kemerli ve çıkıntılı şey veya yer,,1,"Altın yüzük yaptırdım, kaşı sensin sevdiğim|Dağın kaş gibi çıkıntılı yerleri, yürüyüş sırasında zorluk çıkarıyordu.",1
TUR10-0426050,n,Eyerin ön ve arkasındaki çıkıntılı bölüm,,1,"İcabında dörtnala kaldırmak için gemleri eyerin kaşına doladı.|Ata bindiğimde, eyerin önündeki kaş beni rahatsız etti.",1
TUR10-0426060,n,Toprağın kaymasını veya suyun akmasını önlemek için yapılan kalın duvar,,1,"Barajın kaşı, suyun kontrol altında tutulmasını sağlıyor.|Sel sularına karşı köyün etrafına yüksek bir set çekildi.",2
TUR10-0426070,n,"Hayvanları tımar etmek için kullanılan, sacdan, dişli araç",,1,"Hayvan çok huysuzlanmış, kaşağıyı çok mu sert vurdun, canı acımıştır belki?",1
TUR10-0426080,n,"Sırtı kaşımak için kullanılan uzun saplı, ucu kaşık veya el biçiminde, tırnaklı araç",,1,"Bahçede, sırtımı kaşımak için uzun saplı kaşağıyı yanımda bulunduruyorum.",1
TUR10-0426100,v,Tımar etmek için hayvana kaşağı sürmek,,1,Günde iki defa hepsini kaşağılayıp ayrı ayrı ovuyordum.,1
TUR10-0426160,a,Aptal; budala,,0,,2
TUR10-0426170,n,Hizmet veya binek hayvanları durup işeme,,0,,1
TUR10-0426200,n,"Büyük, süslü köşk, saray vb. yapı",,1,"Akrabalarıyla kâşaneler kurarak nasıl yerleştikleri hiç kimsenin gözünden kaçmıyordu.|Şehrin merkezindeki kâşâne, mimarisiyle herkesin dikkatini çekiyor.",3
TUR10-0426220,v,Hizmet ve binek hayvanları durup işemek,,0,,1
TUR10-0426230,n,Uzun yolda hayvanların durup işedikleri ve biraz dinlendikleri yer,,0,,1
TUR10-0426260,v,"Bir işte, bir hareketle çok deneyim kazanmak",,1,"Öteki, çok kadınla oynaşmış ve hatta yatıp kalkmış, sevda damarları kaşarlanmış bir gençti.|Bu işe yıllarımızı verdik, kaşarlandık artık. O kadar da olsun.",1
TUR10-0426270,v,Hoşa gitmeyen bir harekete veya bir işe alışarak artık ondan üzüntü duymaz olmak,,1,"Bu vadideki kaşarlanmış idmanlarına rağmen onları da ara sıra atlatanlar bulunur.|Bu hayatın ilk sillesi değil, kaşarlandım dayı, değmiyor artık.",1
TUR10-0426280,a,Kaşarla yapılmış,,1,"Kaşarlı tost.|Kahvaltıda kaşarlı tost, enerjimi artırmak için harika bir seçenekti.",1
TUR10-0426290,a,Hoşa gitmeyen bir harekete veya bir işe alışarak artık ondan üzüntü duymayan,,1,"Olaylara kaşarlı bir şekilde yaklaşmak, bazen hayatta kalmanın anahtarı olabiliyor.",1
TUR10-0426300,a,"Oyunda açıkgöz, kurnaz olan",,1,"Ekibin kaşarlısı da geldi, otur bakalım masaya. Hangimizi üteceksin kim bilir.",1
TUR10-0426310,n,"Koyun sütünden yapılan, çoklukla tekerlek biçiminde, sarımtırak, yağlı bir peynir",https://tr.wikipedia.org/wiki/Kaşar,1,Kahvaltıda kaşar peynirinin yanında zeytin ve domates de bulunuyordu.|Kahvaltıda kaşarın yanında zeytin ve domates de bulunuyordu.|Kahvaltıda kaşarpeynirinin yanında zeytin ve domates de bulunuyordu.,3
TUR10-0426320,n,Alından geçerek başın çevresine çember gibi bağlanan bağ,,1,"Alnında, başı ağrıdığı vakitlerdeki gibi beyaz tülbentten bir çatkı vardı.",2
TUR10-0426340,n,Belirlenmiş sürelerde çalışanlara ödenen ücret,,1,Şirketimizde çalışanların kaşeleri düzenli olarak ödeniyor.,1
TUR10-0426350,n,"Toz ilaçların içine konulduğu, yutulmaya uygun, güllaçtan küçük kap",,1,"Cebinden bir hap kutusu çıkarıp iki kaşeyi bir arada yuttu.|Doktor, bizim kıza kaşe vermiş, tutturdu bana neden şurup yazmamış diye.",1
TUR10-0426360,n,"Kalın, kışlık bir tür yün kumaş",,1,"Kış aylarında kalın kaşe ceketler, soğuktan koruma sağlıyor.",1
TUR10-0426370,n,Bütün beslenme işlevlerinin bozulmasıyla oluşan ileri derecede zayıflık,https://tr.wikipedia.org/wiki/Kaşeksi,0,,1
TUR10-0426390,v,"Bir yazı, belge ve benzerinin doğruluğunu veya kabul ve onayını belirtmek amacı ile altına mühür koymak, mühür basmak",,1,Kağıdı mühürlemek,2
TUR10-0426460,a,Kaşesi olan,,0,,1
TUR10-0426470,n,"İşverenin, kendisine başkaca bir yükümlülüğü olmadan çalışma süresine göre ücret verdiği kimse",,1,Kaşelilere iş sözleşmesi yapılmıyormuş.,1
TUR10-0426480,a,Kaşesi olmayan,,0,,1
TUR10-0426490,n,Sulu veya bazı ufak taneli yiyecekleri ağza götürmeye yarayan saplı sofra aracı,https://tr.wikipedia.org/wiki/Kaşık,1,Senin bu yaptığın çorbayı kaşıkla değil çatalla içmeye benziyor.,1
TUR10-0426500,n,Ucu iğneli kaşık biçimindeki olta,,1,"Balık avına giderken, iğneli kaşık ile en iyi sonuçları almayı umuyorum.",1
TUR10-0426510,n,"Ortalığın kararmaya başladığı zaman, akşam yemeği zamanı",,0,,1
TUR10-0426520,n,Kaşık yapan veya satan kimse,,1,"Yerel pazarda, el yapımı kaşıklarıyla ünlü bir kaşıkçıyla karşılaştım.",1
TUR10-0426530,n,"Şimşir, kemik, bağa ve benzerinden kaşık oyan, süsleyen zanaatçı",,1,"Bu kaşıkçı, şimşir ağaçlarından yapılan özel tasarım kaşıklarıyla tanınıyor, zanaatına sahip çıkıyor.",1
TUR10-0426540,n,"Pelikangillerden, pembeye çalan beyaz tüylü, kanatları gri renkli, alt gagasında deriden bir kesesi olan iri kuş",https://tr.wikipedia.org/wiki/Pelikan,0,,3
TUR10-0426550,n,Kaşık yapma veya satma işi,,0,,1
TUR10-0426560,n,"Ördekgillerden, gagası kaşık biçiminde, tüyleri ak, kara, kahverengi, ayakları kırmızı bir kuş",,0,,1
TUR10-0426580,n,Orta Anadolu bölgesinde kaşık çalınarak oynanan bir halk oyunu veya bu oyunun müziği,,0,,1
TUR10-0426590,b,Kaşıkla birbiri ardınca,,1,Çorbayı midesine kaşık kaşık döktü ve hemen bitirdi.,1
