synset_id,literal,sense,origin,groups
TUR10-0472450,konsolit,1,,
TUR10-0472470,konsolitçi,1,,
TUR10-0472490,konsolosluk,1,,
TUR10-0472490,konsoloshane,1,,
TUR10-0472510,konsolosluk,2,,
TUR10-0472510,şehbenderlik,1,,
TUR10-0472530,konsol saati,1,,
TUR10-0472540,konsomasyon,1,,
TUR10-0472550,konsomasyon,2,,
TUR10-0472560,konsomasyon,3,,
TUR10-0472570,konsomatris,1,,
TUR10-0472590,konsome,1,,
TUR10-0472610,ünsüz,2,,
TUR10-0472610,sessiz harf,1,,
TUR10-0472610,konsonant,1,,
TUR10-0472610,sessiz,6,,
TUR10-0472610,konson,1,,
TUR10-0472620,konsorsiyum,1,,
TUR10-0472620,şirketler birliği,1,,
TUR10-0472630,konsorsiyum,2,,
TUR10-0472630,şirketler birliği,2,,
TUR10-0472670,konsül,1,,
TUR10-0472680,konsül,2,,
TUR10-0472690,konsültasyon,1,,
TUR10-0472690,konsulto,1,,
TUR10-0472700,konşimento,1,,
TUR10-0472710,kont,1,,
TUR10-0472720,kont,2,,
TUR10-0472730,kont,3,,
TUR10-0472740,kontak,1,,
TUR10-0472750,kontak,2,,
TUR10-0472760,kontak,3,,
TUR10-0472780,kontak anahtarı,1,,
TUR10-0472790,kontak lens,1,,
TUR10-0472790,lens,1,,
TUR10-0472800,bağlam,3,,
TUR10-0472800,kontekst,1,,
TUR10-0472800,çevre,7,,
TUR10-0472810,kontekst,2,,
TUR10-0472810,bağlam,2,,
TUR10-0472820,kontenjan,1,,
TUR10-0472830,kontenjan,2,,
TUR10-0472840,kontenjan,3,,
TUR10-0472850,kontenjan sistemi,1,,
TUR10-0472860,kontes,1,,
TUR10-0472870,konteyner,1,,
TUR10-0472870,taşımalık,1,,
TUR10-0472880,kontluk,1,,
TUR10-0472890,kontör,1,,
TUR10-0472900,kontör,2,,
TUR10-0472910,kontörlü,1,,
TUR10-0472920,kontörlük,1,,
TUR10-0472930,kontörlük,2,,
TUR10-0472940,kontörlü telefon,1,,
TUR10-0472950,karşıt,1,,
TUR10-0472950,aksi,1,,
TUR10-0472950,karşı,5,,
TUR10-0472950,zıt,1,,
TUR10-0472950,kontrast,1,,
TUR10-0472950,ters,1,,
TUR10-0472950,kontra,1,,
TUR10-0472970,kontralto,1,,
TUR10-0472990,kontra mizana,1,,
TUR10-0473000,kontrasomun,1,,
TUR10-0473040,kontratabla,1,,
TUR10-0473050,kontratabla,2,,
TUR10-0473060,kontratak,1,,
TUR10-0473060,karşı akın,1,,
TUR10-0473080,sözleşmesiz,1,,
TUR10-0473080,kontratsız,1,,
TUR10-0473080,mukavelesizFOREIGN,1,FOREIGN,
TUR10-0473090,kontrbas,1,,
TUR10-0473110,kontrbasçı,1,,
TUR10-0473110,kontrbas,2,,
TUR10-0473120,kontrfile,1,,
TUR10-0473130,kontrgerilla,1,,
TUR10-0473150,kontrol,2,,
TUR10-0473160,kontrol,3,,
TUR10-0473160,yoklama,1,,
TUR10-0473170,kontrol,4,,
TUR10-0473170,kontrolör,1,,
TUR10-0473170,kontrolcü,1,,
TUR10-0473170,denetçi,1,,
TUR10-0473170,murakıpFOREIGN,1,FOREIGN,
TUR10-0473200,kontrol kalemi,1,,
TUR10-0473210,kontrol kulesi,1,,
TUR10-0473240,kontrol saati,1,,
TUR10-0473250,kontrpiye,1,,
TUR10-0473260,kontrplak,1,,
TUR10-0473260,kontra,2,,
TUR10-0473270,kontrpuan,1,,
TUR10-0473280,kontuar,1,,
TUR10-0473290,kontür,1,,
TUR10-0473290,kontur,1,,
TUR10-0473300,kontuvar,1,,
TUR10-0473340,konuk,2,,
TUR10-0473360,konukçuluk,1,,
TUR10-0473360,mihmandarlık,1,,
TUR10-0473370,konukevi,1,,
TUR10-0473370,misafirhane,1,,
TUR10-0473380,konuk köşesi,1,,
TUR10-0473400,konuklamak,1,,
TUR10-0473410,konuklamak,2,,
TUR10-0473430,konu komşu,1,,
TUR10-0473440,konuk sanatçı,1,,
TUR10-0473450,konuksever,1,,
TUR10-0473460,konukseverlik,1,,
TUR10-0473460,misafirperverlik,1,,
TUR10-0473490,konulu,1,,
TUR10-0473490,mevzulu,1,,
TUR10-0473500,konum,2,,
TUR10-0473500,pozisyon,1,,
TUR10-0473520,konum,3,,
TUR10-0473520,konuş,1,,
TUR10-0473530,konum,4,,
TUR10-0473540,konu mankeni,1,,
TUR10-0473560,konumlamak,1,,
TUR10-0473640,konuş,2,,
TUR10-0473650,vaziyet,2,,
TUR10-0473650,konum,1,,
TUR10-0473670,konuşkanlık,1,,
TUR10-0473690,konuşlandırmak,1,,
TUR10-0473710,konuşlanmak,1,,
TUR10-0473740,konferans,1,,
TUR10-0473740,konuşma,1,,
TUR10-0473750,konuşma bozukluğu,1,,
TUR10-0473800,konuşma engelli,1,,
TUR10-0473800,dilsiz,1,,
TUR10-0473800,ahraz,1,,
TUR10-0473800,lal,2,,
TUR10-0473800,lalüebkemFOREIGN,1,FOREIGN,
TUR10-0473810,konuşma güçlüğü,1,,
TUR10-0473820,konuşmak,1,,
TUR10-0473830,konuşmak,2,,
TUR10-0473860,konuşmak,5,,
TUR10-0473870,konuşmak,6,,
TUR10-0473880,konuşmak,7,,
TUR10-0473890,flört etmek,1,,
TUR10-0473890,konuşmak,8,,
TUR10-0473890,çıkmak,53,,
TUR10-0473900,konuşmak,9,,
TUR10-0473910,konuşmak,10,,
TUR10-0473920,konuşmak,11,,
TUR10-0473920,ele vermek,1,,
TUR10-0473930,konuşmak,12,,
TUR10-0473950,konuşmak,14,,
TUR10-0473960,konuşmak,15,,
TUR10-0473970,konuşma korkusu,1,,
TUR10-0473980,konuşmama hakkı,1,,
TUR10-0473990,konuşma merkezi,1,,
TUR10-0474000,konuşma yetersizliği,1,,
TUR10-0474030,konuşturmak,1,,
TUR10-0474040,bilimsel toplantı,1,,
TUR10-0474040,konuşu,1,,
TUR10-0474040,kolokyum,1,,
TUR10-0474050,konuşmacı,1,,
TUR10-0474050,konferansçı,1,,
TUR10-0474050,konuşucu,1,,
TUR10-0474060,konuşucu,2,,
TUR10-0474100,konuşumluk,1,,
TUR10-0474140,konut dokunulmazlığı,1,,
TUR10-0474150,konut fonu,1,,
TUR10-0474180,konutlanmak,1,,
TUR10-0474190,konvansiyon,1,,
TUR10-0474200,konvansiyon,2,,
TUR10-0474210,konvansiyonel,1,,
TUR10-0474220,konvansiyonel silah,1,,
TUR10-0474270,konvertibl,1,,
TUR10-0474280,konvertisör,1,,
TUR10-0474280,röle,1,,
TUR10-0474280,değiştirgeç,1,,
TUR10-0474290,konveyör,1,,
TUR10-0474290,taşıyıcı,1,,
TUR10-0474300,konveyör,2,,
TUR10-0474320,konvoy,2,,
TUR10-0474340,kooperatif,2,,
TUR10-0474350,kooperatif,1,,
TUR10-0474360,kooperatifçi,1,,
TUR10-0474370,kooperatifçi,2,,
TUR10-0474380,kooperatifçilik,1,,
TUR10-0474400,kooperatifleşmek,1,,
TUR10-0474410,kooperatifleşmek,2,,
TUR10-0474430,koordinat,2,,
TUR10-0474480,koordine,1,,
TUR10-0474490,kopal,1,,
TUR10-0474500,kopanaki,1,,
TUR10-0474510,kopanaki,2,,
TUR10-0474520,koparan,1,,
TUR10-0474570,koparma,2,,
TUR10-0474590,koparmak,2,,
TUR10-0474600,koparmak,3,,
TUR10-0474610,koparmak,4,,
TUR10-0474620,koparmak,5,,
TUR10-0474630,koparmak,6,,
TUR10-0474670,kopartmak,1,,
TUR10-0474720,kopçalamak,1,,
TUR10-0474750,kopçalı,1,,
TUR10-0474760,kopçasız,1,,
TUR10-0474770,kopek,1,,
TUR10-0474780,kopilFOREIGN,1,FOREIGN,
TUR10-0474790,piç,2,,
TUR10-0474790,kahpenin dölü,1,,
TUR10-0474790,kopilFOREIGN,2,FOREIGN,
TUR10-0474800,kopkoyu,1,,
TUR10-0474820,kopmak,1,,
TUR10-0474840,kopmak,3,,
TUR10-0474850,kopmak,4,,
TUR10-0474860,kopmak,5,,
TUR10-0474870,kurtulmak,2,,
TUR10-0474870,sıyrılmak,1,,
TUR10-0474870,boşanmak,8,,
TUR10-0474870,kopmak,6,,
TUR10-0474870,aman bulmak,1,,
TUR10-0474870,geçmek,36,,
TUR10-0474870,kaymak,10,,
TUR10-0474870,halas olmakFOREIGN,1,FOREIGN,
TUR10-0474870,necat bulmak,1,,
TUR10-0474880,kopmak,7,,
TUR10-0474890,koşmak,1,,
TUR10-0474890,kopmak,8,,
TUR10-0474900,kopolimer,1,,
TUR10-0474910,kopolimerleşme,1,,
TUR10-0474920,kopoy,1,,
TUR10-0474930,kopuk,1,,
TUR10-0474940,kopuk,2,,
TUR10-0474960,kopukluk,2,,
TUR10-0474980,diaspora,1,,
TUR10-0474980,kopuntu,1,,
TUR10-0474990,kopuz,1,,
TUR10-0475000,kopuzcu,1,,
TUR10-0475020,kopya,1,,
TUR10-0475030,kopya,2,,
TUR10-0475030,eşlem,1,,
TUR10-0475050,kopya,4,,
TUR10-0475060,kopya,5,,
TUR10-0475070,kopyacı,1,,
TUR10-0475080,kopyacı,2,,
TUR10-0475090,kopyacılık,1,,
TUR10-0475100,kopya defteri,1,,
TUR10-0475140,kopyalama,2,,
TUR10-0475150,kopyalama,1,,
TUR10-0475160,kopyalamak,1,,
TUR10-0475170,kopyalamak,2,,
TUR10-0475180,kopyalamak,3,,
TUR10-0475200,kopyalanmak,1,,
TUR10-0475200,bütünleşmek,1,,
TUR10-0475200,entegre olmak,1,,
TUR10-0475200,özdeşleşmek,1,,
TUR10-0475210,kopyalayapıştır,1,,
TUR10-0475220,kopya mürekkebi,1,,
TUR10-0475230,kor,1,,
TUR10-0475240,kor,2,,
TUR10-0475250,kırmızı,2,,
TUR10-0475250,kor,3,,
TUR10-0475260,kora,1,,
TUR10-0475280,koral,1,,
TUR10-0475290,koral,2,,
TUR10-0475300,koramiral,1,,
TUR10-0475310,koramirallik,1,,
TUR10-0475320,koramirallik,2,,
TUR10-0475330,kordalılar,1,,
TUR10-0475340,kordiplomatik,1,,
TUR10-0475350,kordon,1,,
TUR10-0475360,kordon,2,,
TUR10-0475370,kordon,3,,
TUR10-0475380,kordon,4,,
TUR10-0475390,kordon,5,,
TUR10-0475400,kordon,6,,
TUR10-0475410,kordon,7,,
TUR10-0475420,kordon,8,,
TUR10-0475430,kordon,9,,
TUR10-0475440,kordon boyu,1,,
TUR10-0475450,kordone,1,,
TUR10-0475460,kordone,2,,
TUR10-0475470,Korece,1,,
TUR10-0475480,Korece,2,,
TUR10-0475490,korelasyon,1,,
TUR10-0475490,bağlılık,3,,
TUR10-0475490,bağlılaşım,2,,
TUR10-0475500,Koreli,1,,
TUR10-0475505,Kore,1,,
TUR10-0475510,koreograf,2,,
TUR10-0475520,koreograf,1,,
TUR10-0475530,koreografi,1,,
TUR10-0475530,kareografi,1,,
TUR10-0475540,koreografi,2,,
TUR10-0475560,korgenerallik,1,,
TUR10-0475570,korgenerallik,2,,
TUR10-0475580,boğa güreşi,1,,
TUR10-0475580,korida,1,,
TUR10-0475610,koridor,3,,
TUR10-0475630,korist,1,,
TUR10-0475660,korkakça,2,,
TUR10-0475660,namertçe,2,,
TUR10-0475680,korkaklık,1,,
TUR10-0475690,korkaklık etmek,1,,
TUR10-0475710,korkalamak,1,,
TUR10-0475750,korkmak,3,,
TUR10-0475770,korku,1,,
TUR10-0475790,tehlike,1,,
TUR10-0475790,korku,3,,
TUR10-0475790,muhataraFOREIGN,1,FOREIGN,
TUR10-0475800,korku,4,,
TUR10-0475810,korku damarı,1,,
TUR10-0475820,korkulma,1,,
TUR10-0475890,korkuluk,3,,
TUR10-0475900,küpeşte,1,,
TUR10-0475900,korkuluk,4,,
TUR10-0475900,parapet,1,,
TUR10-0475920,acaip,2,,
TUR10-0475920,korkunç,2,,
TUR10-0475930,güçlü,2,,
TUR10-0475930,beton gibi,1,,
TUR10-0475930,vahşi,4,,
TUR10-0475930,korkunç,3,,
TUR10-0475930,çelimli,1,,
TUR10-0475930,pençeli,3,,
TUR10-0475930,şeditFOREIGN,1,FOREIGN,
TUR10-0475930,yeğinFOREIGN,1,FOREIGN,
TUR10-0475950,korkunçlaşmak,1,,
TUR10-0475990,korkusuz,1,,
TUR10-0475990,gözü kara,1,,
TUR10-0475990,gözü pek,1,,
TUR10-0476030,korkutma,1,,
TUR10-0476030,gözdağı,1,,
TUR10-0476030,tehdit,1,,
TUR10-0476040,korkutmaca,1,,
TUR10-0476050,korkutmak,1,,
TUR10-0476050,ürkütmek,4,,
TUR10-0476050,korku vermek,1,,
TUR10-0476050,korku salmak,1,,
TUR10-0476050,ürperti vermek,1,,
TUR10-0476050,ürpertmek,1,,
TUR10-0476050,titretmek,1,,
TUR10-0476050,içini dondurmak,1,,
TUR10-0476060,korkutmak,2,,
TUR10-0476080,korkutucu,1,,
TUR10-0476120,korlaşma,1,,
TUR10-0476130,korlaşmak,1,,
TUR10-0476130,korlanmak,1,,
TUR10-0476150,mangal,1,,
TUR10-0476150,korluk,1,,
TUR10-0476170,korna,2,,
TUR10-0476180,kornea,1,,
TUR10-0476180,saydam tabaka,1,,
TUR10-0476220,korner direği,1,,
TUR10-0476230,köşe vuruşu,1,,
TUR10-0476230,korner vuruşu,1,,
TUR10-0476230,korner,2,,
TUR10-0476230,korner atışı,1,,
TUR10-0476230,köşe atışı,1,,
TUR10-0476240,kornet,1,,
TUR10-0476250,kornetçi,1,,
TUR10-0476270,korniş,1,,
TUR10-0476280,korniş,2,,
TUR10-0476290,korniş,3,,
TUR10-0476300,kornişçi,1,,
TUR10-0476310,kornişçilik,1,,
TUR10-0476320,kornişon,1,,
TUR10-0476330,korno,1,,
TUR10-0476340,korno,2,,
TUR10-0476350,koro,1,,
TUR10-0476360,koro,2,,
TUR10-0476370,koro hâlinde1,1,,1
TUR10-0476370,koro halinde1,1,,1
TUR10-0476380,koro hâlinde1,2,,1
TUR10-0476380,koro halinde1,2,,1
TUR10-0476390,koroner,1,,
TUR10-0476400,korozyon,1,,
TUR10-0476410,lonca,1,,
TUR10-0476410,korporasyon,1,,
TUR10-0476420,korporatif,1,,
TUR10-0476430,korpus,1,,
TUR10-0476450,korsan,2,,
TUR10-0476460,korsan,3,,
TUR10-0476470,korsan,4,,
TUR10-0476490,korsanlık,1,,
TUR10-0476510,korseci,1,,
TUR10-0476520,korsecilik,1,,
TUR10-0476530,korseli,1,,
TUR10-0476540,korsesiz,1,,
TUR10-0476610,kortizon,1,,
TUR10-0476620,kortizonlu,1,,
TUR10-0476630,kortizonlu ilaç,1,,
TUR10-0476640,koru,1,,
TUR10-0476650,korucu,1,,
TUR10-0476660,korucu,2,,
TUR10-0476670,korucuk,1,,
TUR10-0476680,koruculuk,1,,
TUR10-0476690,korugan,1,,
TUR10-0476700,korugan,2,,
TUR10-0476710,koruk,1,,
TUR10-0476720,koruk lüferi,1,,
TUR10-0476730,koruk suyu,1,,
TUR10-0476740,koruk şerbeti,1,,
TUR10-0476750,koruluk,1,,
TUR10-0476780,korumacılık,1,,
TUR10-0476780,himayecilik,1,,
TUR10-0476820,korumak,3,,
TUR10-0476820,muhafaza etmek,1,,
TUR10-0476820,kavzamak,2,,
TUR10-0476830,korumak,5,,
TUR10-0476840,korumak,6,,
TUR10-0476840,kalmak,1,,
TUR10-0476840,devam ettirmek,1,,
TUR10-0476840,yaşatmak,1,,
TUR10-0476840,sürdürmek,1,,
TUR10-0476860,korumalık,1,,
TUR10-0476870,koruma polisi,1,,
TUR10-0476890,korun,1,,
TUR10-0476900,korunak,1,,
TUR10-0476910,korunak,2,,
TUR10-0476920,korunak,3,,
TUR10-0476930,korunaklı,1,,
TUR10-0476940,korunaksız,1,,
TUR10-0476950,koruncak,1,,
TUR10-0476960,korun dokusu1,1,,1
TUR10-0476960,korundokusu1,1,,1
TUR10-0476970,korunga,1,,
TUR10-0476980,korungalık,1,,
TUR10-0477030,korunumlu,1,,
TUR10-0477050,koruyucu,2,,
TUR10-0477070,koruyucu hekimlik,1,,
TUR10-0477110,korvet,1,,
TUR10-0477120,korza,1,,
TUR10-0477130,kosa,1,,
TUR10-0477140,kosinüs,1,,
TUR10-0477150,koskoca,1,,
TUR10-0477150,koskocaman,1,,
TUR10-0477150,muazzam,1,,
TUR10-0477160,koskoca,2,,
TUR10-0477190,kostak,1,,
TUR10-0477200,kostak,2,,
TUR10-0477220,kostaklanmak,1,,
TUR10-0477230,koster,1,,
TUR10-0477240,kostik,1,,
TUR10-0477250,kostüm,2,,
TUR10-0477260,kostüm,3,,
TUR10-0477270,kostüm,1,,
TUR10-0477280,kostümcü,1,,
TUR10-0477300,kostümlü,1,,
TUR10-0477310,kostümlü,2,,
TUR10-0477320,kostümlük,1,,
TUR10-0477330,kostümsüz,1,,
TUR10-0477360,koşaç,1,,
TUR10-0477370,koşalık,1,,
TUR10-0477380,koşaltı,1,,
TUR10-0477400,koşam,2,,
TUR10-0477420,koşamlamak,1,,
TUR10-0477430,koşar adım,1,,
TUR10-0477440,koşar adım,2,,
TUR10-0477450,koşin,1,,
TUR10-0477470,koşma,2,,
TUR10-0477490,koşmaca,1,,
TUR10-0477510,koşmak,2,,
TUR10-0477530,koşmak,4,,
TUR10-0477550,koşmak,6,,
TUR10-0477560,koşmak,7,,
TUR10-0477570,koşmak,8,,
TUR10-0477580,koşmak,9,,
TUR10-0477590,koşnil,1,,
TUR10-0477590,kabuklu bit,1,,
TUR10-0477600,koşturma,1,,
TUR10-0477660,koşu,1,,
TUR10-0477660,koşun,3,,
TUR10-0477670,at yarışı,1,,
TUR10-0477670,koşu,2,,
TUR10-0477680,koşu atı,1,,
TUR10-0477690,koşucu,1,,
TUR10-0477720,koşukTUR10-0844780DOMAIN_TOPIC,2,,
TUR10-0477720,koşma,1,,
TUR10-0477740,koşul,2,,
TUR10-0477750,koşul,3,,
TUR10-0477770,koşullamak,1,,
TUR10-0477830,koşullu,2,,
TUR10-0477840,şartlı refleks,1,,
TUR10-0477840,koşullu tepke,1,,
TUR10-0477870,koşulmak,2,,
TUR10-0477880,koşulmak,1,,
TUR10-0477890,koşulsuz,1,,
TUR10-0477890,şartsız,1,,
TUR10-0477900,koşulsuz tepke,1,,
TUR10-0477900,şartsız refleks,1,,
TUR10-0477920,koşum,2,,
TUR10-0477940,koşumcu,1,,
TUR10-0477950,koşum atı,1,,
TUR10-0477950,koşum hayvanı,1,,
TUR10-0477960,koşumlu,1,,
TUR10-0477980,saf,6,,
TUR10-0477980,koşun,1,,
TUR10-0478010,koşun koşun,1,,
TUR10-0478040,koşuşmak,1,,
TUR10-0478050,koşuşturmak,1,,
TUR10-0478050,koşuşmak,2,,
TUR10-0478050,yeldirmek,1,,
TUR10-0478050,koşmak,3,,
TUR10-0478090,koşut,2,,
TUR10-0478100,koşutçuluk,1,,
TUR10-0478100,paralelizm,1,,
TUR10-0478120,koşutlaştırmak,1,,
TUR10-0478120,paralelleştirmek,1,,
TUR10-0478140,koşutluk,2,,
TUR10-0478150,koşu yolu,1,,
TUR10-0478170,kot,1,,
TUR10-0478180,kot,3,,
TUR10-0478190,kota,1,,
TUR10-0478200,kota,2,,
TUR10-0478210,kota,3,,
TUR10-0478250,kotarma,1,,
TUR10-0478260,kotarmak,1,,
TUR10-0478280,kotarmak,3,,
TUR10-0478320,pirzola,2,,
TUR10-0478320,kotlet,1,,
TUR10-0478330,kotletpane,1,,
TUR10-0478340,koton,1,,
TUR10-0478350,kotonperle,1,,
TUR10-0478360,kotra,1,,
TUR10-0478370,kotra,2,,
TUR10-0478390,kov,2,,
TUR10-0478410,kova,2,,
TUR10-0478450,kovalamaca,1,,
TUR10-0478470,kovalamak,2,,
TUR10-0478480,kovalamak,3,,
TUR10-0478490,kovalamak,4,,
TUR10-0478540,kovalık,1,,
TUR10-0478550,kovan,2,,
TUR10-0478550,kapçık,2,,
TUR10-0478560,kovan,1,,
TUR10-0478570,kovan,3,,
TUR10-0478580,kovan anahtar,1,,
TUR10-0478590,kovanlık,1,,
TUR10-0478590,arılık,3,,
TUR10-0478610,kovboy,2,,
TUR10-0478620,kovboy,1,,
TUR10-0478630,kovboyculuk,2,,
TUR10-0478660,kovcu,1,,
TUR10-0478720,kovma,1,,
TUR10-0478720,tart,1,,
TUR10-0478760,kovmak,4,,
TUR10-0478780,kovucuk,1,,
TUR10-0478780,adeseFOREIGN,2,FOREIGN,
TUR10-0478790,kovuk,1,,
TUR10-0478800,kovulma,1,,
TUR10-0478820,kovuntu,1,,
TUR10-0478870,koy,1,,
TUR10-0478870,haliç,1,,
TUR10-0478870,körfez,1,,
TUR10-0478880,koyacak,1,,
TUR10-0478890,vadi,1,,
TUR10-0478890,koyak,1,,
TUR10-0478900,koyak,2,,
TUR10-0478910,koyak,3,,
TUR10-0478920,koyar,1,,
TUR10-0478930,koycuk,1,,
TUR10-0478970,koyma,1,,
TUR10-0478980,koyma akıl,1,,
TUR10-0478990,koymak,1,,
TUR10-0478990,oturtmak,1,,
TUR10-0478990,almak,21,,
TUR10-0479000,koymak,2,,
TUR10-0479010,koymak,3,,
TUR10-0479030,koymak,5,,
TUR10-0479040,koymak,6,,
TUR10-0479060,koymak,8,,
TUR10-0479080,koyu,2,,
TUR10-0479080,kalın,4,,
TUR10-0479080,yoğun,2,,
TUR10-0479080,kesif,3,,
TUR10-0479090,koyu,1,,
TUR10-0479100,koyu,3,,
TUR10-0479100,kıpkızıl,3,,
TUR10-0479120,koyucu,1,,
TUR10-0479140,koyu gri,1,,
TUR10-0479150,koyu gri,2,,
TUR10-0479160,koyu kahverengi,1,,
TUR10-0479170,koyu kahverengi,2,,
TUR10-0479180,koyu kır,1,,
TUR10-0479190,koyu kır,2,,
TUR10-0479200,koyu kırmızı,1,,
TUR10-0479210,koyu kırmızı,2,,
TUR10-0479220,koyu koyu,1,,
TUR10-0479230,derinden derine,1,,
TUR10-0479240,koyu lacivert,1,,
TUR10-0479250,koyu lacivert,2,,
TUR10-0479270,koyulaşmak,1,,
TUR10-0479270,kıvamlanmak,2,,
TUR10-0479280,koyulaşmak,2,,
TUR10-0479280,derinleşmek,1,,
TUR10-0479280,ağdalaşmak,2,,
TUR10-0479300,koyulaştırma,1,,
TUR10-0479340,koyulmak,2,,
TUR10-0479350,koyulmak,1,,
TUR10-0479360,koyultma,1,,
TUR10-0479380,koyultmak,1,,
TUR10-0479410,koyu mavi,2,,
TUR10-0479420,koyun,1,,
TUR10-0479430,koyun,2,,
TUR10-0479440,koyun,3,,
TUR10-0479450,kucak,1,,
TUR10-0479450,koyun,4,,
TUR10-0479460,koyun,5,,
TUR10-0479470,koyun bakışlı,1,,
TUR10-0479490,koyuncu,1,,
TUR10-0479500,koyunculuk,1,,
TUR10-0479510,koyun dede,1,,
TUR10-0479520,koyun eti,1,,
TUR10-0479550,koyun koyuna,1,,
TUR10-0479560,koyun mantarı,1,,
TUR10-0479560,koyungöbeği,1,,
TUR10-0479580,koyuntu,2,,
TUR10-0479590,koyunyünü,1,,
TUR10-0479590,bal peteği,2,,
TUR10-0479600,koyu pembe,1,,
TUR10-0479610,koyu pembe,2,,
TUR10-0479620,koyu sarı,1,,
TUR10-0479630,koyu sarı,2,,
TUR10-0479640,ön doğru,1,,
TUR10-0479640,koyut,1,,
TUR10-0479640,postulat,1,,
TUR10-0479640,konut,2,,
TUR10-0479660,koyvermek,2,,
TUR10-0479660,koyuvermek,1,,
TUR10-0479660,şansa bırakmak,1,,
TUR10-0479680,koyu yeşil,2,,
TUR10-0479700,koyvermek,1,,
TUR10-0479700,salmak,1,,
TUR10-0479720,koyvermek,3,,
TUR10-0479730,ceviz,2,,
TUR10-0479730,koz,1,,
TUR10-0479740,koz,2,,
TUR10-0479750,koz,3,,
TUR10-0479760,koz,4,,
TUR10-0479770,koza,1,,
TUR10-0479790,kozacı,1,,
TUR10-0479800,kozacılık,1,,
TUR10-0479810,kozacılık,2,,
TUR10-0479820,kozak,1,,
TUR10-0479830,kozak,2,,
TUR10-0479840,kozalak,2,,
TUR10-0479840,koza,2,,
TUR10-0479850,kozalak,1,,
TUR10-0479860,kozalak,3,,
TUR10-0479870,kozalak,4,,
TUR10-0479880,kozalaklılar,1,,
TUR10-0479880,iğne yapraklılar1,1,,1
TUR10-0479880,iğneyapraklılar1,1,,1
TUR10-0479890,kozalaksı,1,,
TUR10-0479900,kozalaksı bez,1,,
TUR10-0479910,kozalı,1,,
TUR10-0479920,kozasız,1,,
TUR10-0479940,koz helvacı,1,,
TUR10-0479950,koz helvası,1,,
TUR10-0479950,koz helva1,1,,1
TUR10-0479950,kozhelva1,1,,1
TUR10-0479950,kozhelvası,1,,
TUR10-0479960,kozmetik,1,,
TUR10-0479960,kozmetik ürünleri,1,,
TUR10-0479970,kozmik,1,,
TUR10-0479980,kozmik,2,,
TUR10-0479990,kozmik ışınlar,1,,
TUR10-0480000,kozmik madde,1,,
TUR10-0480010,evren doğumu,1,,
TUR10-0480010,kozmogoni,1,,
TUR10-0480020,kozmogonik,1,,
TUR10-0480030,kozmografya,1,,
TUR10-0480050,kozmolojikTUR10-0276280DOMAIN_TOPIC,1,,
TUR10-0480070,kozmopolit,1,,
TUR10-0480080,kozmopolit,2,,
TUR10-0480090,kozmopolit,3,,
TUR10-0480110,köçek,1,,
TUR10-0480120,köçek,2,,
TUR10-0480130,köçekçe,1,,
TUR10-0480140,köçeklik,1,,
TUR10-0480150,köçeklik,2,,
TUR10-0480160,köfte,1,,
TUR10-0480170,köfteci,1,,
TUR10-0480180,köfteci,2,,
TUR10-0480190,köftecilik,1,,
TUR10-0480200,köftehor,1,,
TUR10-0480210,köftelik,1,,
TUR10-0480220,köfter,1,,
TUR10-0480230,köfterlik,1,,
TUR10-0480240,köftün,1,,
TUR10-0480250,köhne,1,,
TUR10-0480310,köhnemek,1,,
TUR10-0480330,kök,1,,
TUR10-0480330,cezir,2,,
TUR10-0480340,kök,2,,
TUR10-0480340,kök sap1,1,,1
TUR10-0480340,köksap1,1,,1
TUR10-0480350,kök,3,,
TUR10-0480360,kök,4,,
TUR10-0480390,kök,7,,
TUR10-0480400,kök,8,,
TUR10-0480410,kök,9,,
TUR10-0480420,kök,10,,
TUR10-0480460,etimoloji,1,,
TUR10-0480460,kök bilgisi1,1,,1
TUR10-0480460,kökbilgisi1,1,,1
TUR10-0480460,köken bilimi,1,,
TUR10-0480470,kökboyası,1,,
TUR10-0480470,kızılboya,1,,
TUR10-0480470,kızılkök,1,,
TUR10-0480470,yumurtakökü,2,,
TUR10-0480490,kökboyasıgiller,1,,
TUR10-0480500,kökçü,1,,
TUR10-0480510,kökçük,1,,
TUR10-0480520,kök doğrayıcısı,1,,
TUR10-0480550,köken,3,,
TUR10-0480550,orijin,2,,
TUR10-0480560,köken,4,,
TUR10-0480570,köken,5,,
TUR10-0480580,köken belgesi,1,,
TUR10-0480580,menşe şehadetnamesiFOREIGN,1,FOREIGN,
TUR10-0480610,etimolojik,1,,
TUR10-0480610,köken bilimsel,1,,
TUR10-0480630,kökenlenmek,1,,
TUR10-0480660,kökensel,1,,
TUR10-0480670,kökensiz,1,,
TUR10-0480690,kökertmek,1,,
TUR10-0480700,kökertmek,2,,
TUR10-0480710,kök hücre,1,,
TUR10-0480720,kök işareti,1,,
TUR10-0480730,kök kaplama,1,,
TUR10-0480750,kök kurdu,1,,
TUR10-0480750,danaburnu,1,,
TUR10-0480770,kökleme,1,,
TUR10-0480780,kökünden sökmek,1,,
TUR10-0480780,köklemek,1,,
TUR10-0480790,köklemek,2,,
TUR10-0480800,köklemek,3,,
TUR10-0480810,köklemek,5,,
TUR10-0480820,köklemek,6,,
TUR10-0480830,köklemek,4,,
TUR10-0480840,köklemek,7,,
TUR10-0480910,köklenmek,1,,
TUR10-0480920,köklenmek,2,,
